brand,model,price,fuel_type,color
audi,a6 2.0 tdi premium plus,1450000,diesel,black
mahindra,scorpio s2,650000,diesel,white
audi,a4 2.0 tdi (177bhp) premium plus,1175000,diesel,white
hyundai,eon magna +,325000,petrol,silver
renault,duster 85 ps rxl diesel,525000,diesel,silver
maruti suzuki,ertiga zxi plus,1225000,petrol,white
mercedes-benz,a-class sedan 200d,4200000,diesel,grey
hyundai,elite i20 asta 1.2,550000,petrol,red
hyundai,creta sx 1.6 crdi,1275000,diesel,white
land rover,discovery sport hse luxury,3900000,diesel,grey
renault,kwid rxt [2015-2019],434999,petrol,grey
maruti suzuki,ertiga vxi,775000,petrol,silver
hyundai,i10 sportz 1.2 at,185000,petrol,black
hyundai,grand i10 sportz (o) 1.2 kappa vtvt [2017-2018],560000,petrol,grey
toyota,innova 2.5 zx 7 str bs-iv,1000000,diesel,silver
mercedes-benz,gle 350 d,5000000,diesel,grey
maruti suzuki,ciaz zdi (o) [2014-2015],635000,diesel,white
maruti suzuki,dzire vxi,650000,petrol,white
datsun,go t (o),345000,petrol,silver
mahindra,xuv500 w6 2013,865000,diesel,white
audi,a4 2.0 tdi (143bhp),1380000,diesel,black
maruti suzuki,ciaz s 1.4 mt,585000,petrol,brown
toyota,glanza g,690000,petrol,blue
maruti suzuki,wagon r lxi cng (o),380000,cng,silver
tata,hexa xm 4x2 7 str,850000,diesel,white
toyota,fortuner 3.0 4x4 mt,1750000,diesel,white
maruti suzuki,ritz vdi bs-iv,275000,diesel,silver
volkswagen,vento comfortline 1.6 (p),690000,petrol,gold
hyundai,elite i20 asta 1.0 turbo imt dual tone,1130000,petrol,white
toyota,innova 2.8 zx at 7 str [2016-2020],2295000,diesel,silver
mercedes-benz,a-class sedan 200,4100000,petrol,blue
tata,nexon xm diesel,725000,diesel,white
hyundai,elite i20 magna executive 1.2,595000,petrol,white
hyundai,i10 magna 1.2 kappa2,290000,petrol,white
jeep,wrangler rubicon,6100000,petrol,red
mahindra,xuv300 1.5 w6 [2019-2020],1080000,diesel,white
toyota,etios gd,299000,diesel,blue
maruti suzuki,swift lxi (o) [2014-2017],575000,petrol + cng,silver
honda,amaze 1.2 s at i-vtec,390000,petrol,red
mahindra,scorpio s10,875000,diesel,white
hyundai,venue sx 1.4 crdi,1175000,diesel,white
maruti suzuki,alto vxi,260000,petrol,bronze
honda,amaze 1.2 e i-vtec,650000,petrol,white
volkswagen,ameo highline1.2l (p) [2016-2018],625000,petrol,bronze
mg,hector sharp 2.0 diesel [2019-2020],1725000,diesel,red
maruti suzuki,wagon r lxi cng (o),299000,cng,brown
hyundai,i10 sportz 1.2 at kappa2,375000,petrol,red
maruti suzuki,celerio zxi amt,639000,petrol,silver
maruti suzuki,ciaz vdi+ shvs,591000,diesel,white
mercedes-benz,gle 250 d,4200000,diesel,black
honda,city 1.5 s at,250000,petrol,grey
kia,seltos htx 1.5 [2020-2021],1399000,petrol,silver
hyundai,aura s 1.2 cng,740000,cng,silver
hyundai,i10 magna,175000,petrol,blue
bmw,5-series 530d m sport [2013-2017],1600000,diesel,blue
honda,city s diesel,250000,diesel,bronze
renault,duster 85 ps sandstorm edition diesel,625000,diesel,white
bmw,5-series 520d luxury line [2017-2019],4800000,diesel,black
maruti suzuki,swift zxi,575000,petrol,white
bmw,x1 sdrive20d xline,2800000,diesel,brown
honda,jazz vx cvt petrol,785000,petrol,red
land rover,discovery sport hse luxury 7-seater,4575000,diesel,blue
audi,q3 35 tdi premium + sunroof,1950000,diesel,white
bmw,5-series 520d luxury line [2017-2019],4800000,diesel,black
toyota,innova 2.4 vx 8 str [2016-2020],1998999,diesel,silver
ford,ecosport ambiente 1.5l ti-vct,475000,petrol,white
hyundai,verna fluidic 1.6 crdi sx,415000,diesel,silver
hyundai,i20 magna (o) 1.4 crdi,375000,diesel,white
toyota,etios v,300000,petrol,silver
mahindra,thar lx 4-str hard top petrol mt,1500000,petrol,red
maruti suzuki,vitara brezza vdi (o) [2016-2018],975000,diesel,white
maruti suzuki,alto vxi [2014-2019],370000,petrol,grey
hyundai,i10 era 1.1 irde2 [2010-2017],250000,petrol,white
jaguar,xj 3.0 v6 portfolio,3150000,diesel,white
mahindra,xuv500 w9 [2018-2020],1115000,diesel,grey
hyundai,i10 era,130000,petrol,silver
maruti suzuki,swift vxi,299000,petrol,silver
hyundai,i20 magna 1.2,300000,petrol,silver
skoda,superb sportline at,3325000,petrol,white
audi,a4 35 tdi premium,1950000,diesel,white
maruti suzuki,swift dzire vdi,500000,diesel,white
hyundai,i20 active 1.2 sx,595000,petrol,white
maruti suzuki,celerio x zxi amt [2017-2019],484999,petrol,grey
mahindra,thar lx 4-str convertible diesel mt,1700000,diesel,silver
maruti suzuki,wagon r vxi 1.2,579000,petrol,grey
ford,endeavour titanium 2.0 4x2 at,3800000,diesel,black
toyota,fortuner 2.8 4x2 at [2016-2020],3290000,diesel,white
mercedes-benz,c-class c 220d progressive [2018-2019],4250000,diesel,white
maruti suzuki,baleno delta 1.2,535000,petrol,grey
renault,duster 110 ps rxl 4x2 amt [2016-2017],775000,diesel,white
maruti suzuki,celerio vxi amt,345000,petrol,silver
skoda,octavia rs,3400000,petrol,red
bmw,5-series 520d luxury line [2017-2019],4500000,diesel,black
honda,jazz v petrol,525000,petrol,grey
hyundai,elite i20 asta 1.2 [2016-2017],650000,petrol,grey
hyundai,creta 1.6 sx plus at petrol,1074000,petrol,white
hyundai,creta 1.6 sx,1750000,diesel,black
nissan,terrano xl d plus,590000,diesel,grey
ford,mustang gt fastback 5.0l v8,7990000,petrol,yellow
hyundai,creta sx (o) 1.5 diesel [2020-2022],1725000,diesel,white
maruti suzuki,celerio zxi amt [2019-2020],630000,petrol,silver
mercedes-benz,cls 300d [2018-2019],6975000,diesel,white
toyota,fortuner 3.0 4x2 mt,1375000,diesel,white
honda,amaze 1.5 s i-dtec,425000,diesel,brown
toyota,innova 2.8 gx at 8 str [2016-2020],2196000,diesel,white
mercedes-benz,v-class elite lwb,6300000,diesel,silver
honda,city 1.5 s mt,250000,petrol,black
audi,a3 35 tdi premium plus + sunroof,2950000,diesel,red
mahindra,scorpio s6 plus intelli-hybrid,985000,diesel,white
hyundai,venue s 1.0 at petrol [2019-2020],750000,petrol,white
maruti suzuki,wagon r vxi (o),450000,petrol,white
maruti suzuki,vitara brezza vxi,849000,petrol,white
maruti suzuki,swift dzire vxi,430000,petrol,blue
maruti suzuki,ertiga vdi shvs,740000,diesel,white
bmw,x7 xdrive40i m sport,12500000,petrol,white
hyundai,creta sx 1.6 at petrol,1260000,petrol,grey
renault,kwid rxt [2015-2019],250000,petrol,white
hyundai,verna sx (o) at anniversary edition 1.6 vtvt,975000,petrol,grey
audi,a4 premium plus 40 tfsi,4151000,petrol,black
bmw,x1 sdrive20d,3250000,diesel,blue
ford,endeavour titanium 3.2 4x4 at,3450000,diesel,white
bmw,x3 xdrive30i m sport,6680000,petrol,blue
mahindra,tuv300 t8,600000,diesel,white
hyundai,elantra 2.0 sx (o) at,1465000,petrol,silver
hyundai,verna fluidic 1.6 vtvt sx,475000,petrol,silver
renault,kiger rxz amt,1000000,petrol,white
toyota,innova 2.8 zx at 7 str [2016-2020],1850000,diesel,white
maruti suzuki,ciaz zxi+,570000,petrol,white
hyundai,verna 1.6 vtvt sx at,770000,petrol,white
honda,city v cvt petrol [2017-2019],1040000,petrol,brown
mahindra,scorpio sle bs-iv,675000,diesel,white
maruti suzuki,swift dzire vxi,450000,petrol,silver
maruti suzuki,swift zxi,800000,petrol,white
tata,safari 2.2 vx 4x2 varicor400,2200000,diesel,green
mahindra,xuv500 w10,1075000,diesel,silver
maruti suzuki,dzire ldi,560000,diesel,white
hyundai,grand i10 sportz 1.2 kappa vtvt [2013-2016],450000,petrol,grey
volvo,s90 momentum d4 [2018-2020],4175000,diesel,white
mini,cooper jcw hatchback,5200000,petrol,yellow
hyundai,verna ex 1.6 crdi [2017-2018],810000,diesel,red
mercedes-benz,s-class s 500,1875000,petrol,silver
honda,jazz s at [2015-2016],520000,petrol,white
mercedes-benz,gle 300d 4matic lwb,8900000,diesel,black
maruti suzuki,swift vdi,425000,diesel,blue
maruti suzuki,swift vxi,325000,petrol,blue
volvo,xc60 inscription,1950000,diesel,white
bmw,x3 xdrive-20d xline,5300000,diesel,blue
mahindra,scorpio s2,950000,diesel,blue
volvo,xc90 d5 inscription,8500000,diesel,white
audi,a6 35 tdi matrix,1975000,diesel,white
mercedes-benz,gle 250 d,4200000,diesel,black
mercedes-benz,c-class c 220d progressive [2018-2019],3500000,diesel,black
renault,kwid climber 1.0 [2017-2019],375000,petrol,grey
mercedes-benz,gla 200 d sport,1825000,diesel,white
mahindra,thar lx 4-str hard top petrol at,1710000,petrol,black
maruti suzuki,celerio vxi amt,375000,petrol,red
maruti suzuki,alto 800 vxi,285000,petrol,white
mahindra,thar ax 6-str soft top petrol mt,1850000,petrol,red
maruti suzuki,ertiga zdi,621000,diesel,blue
mitsubishi,pajero 2.5 at,1475000,diesel,grey
toyota,fortuner 3.0 4x2 at,1800000,diesel,white
hyundai,grand i10 magna 1.2 kappa vtvt [2013-2016],399000,petrol,silver
hyundai,creta 1.6 sx plus special edition,890000,diesel,white
hyundai,verna fluidic 1.6 vtvt sx opt at,1325000,petrol,blue
mercedes-benz,c-class 220 cdi at,5300000,diesel,white
mercedes-benz,e-class e 220d expression [2019-2019],4775000,diesel,white
mahindra,quanto c4,249000,diesel,red
maruti suzuki,celerio vxi (o) [2019-2020],509999,petrol,white
jeep,compass limited 2.0 diesel 4x4 [2017-2020],1450000,diesel,black
maruti suzuki,s-cross delta 1.6,640000,diesel,grey
maruti suzuki,celerio ldi [2015-2017],299000,diesel,silver
maruti suzuki,wagon r duo lxi lpg,195000,lpg,white
mercedes-benz,s-class 350 cdi l,1495000,diesel,red
porsche,cayenne base,14900000,petrol,blue
toyota,etios liva g,350000,petrol,black
toyota,innova 2.4 vx 7 str [2016-2020],1421000,diesel,white
honda,jazz v at petrol,595000,petrol,brown
maruti suzuki,swift dzire vdi,351000,diesel,white
mahindra,xuv500 w8 awd,975000,diesel,silver
maruti suzuki,ciaz delta hybrid 1.5 [2018-2020],825000,petrol,white
tata,hexa xt 4x2 6 str,1050000,diesel,blue
audi,q3 30 tdi premium fwd,1970000,diesel,blue
bmw,2 series gran coupe 220d m sport [2020-2021],4100000,diesel,blue
audi,a4 35 tdi premium sunroof,1525000,diesel,silver
mercedes-benz,a-class sedan 200,4150000,petrol,white
maruti suzuki,vitara brezza zdi plus,725000,diesel,gold
toyota,corolla altis 1.8 g,340000,petrol,white
maruti suzuki,baleno delta 1.2,650000,petrol,blue
maruti suzuki,swift lxi (o) [2014-2017],570000,petrol,silver
mahindra,scorpio s5 2wd 7 str,1220000,diesel,white
mahindra,xuv500 w4 1.99,800000,diesel,silver
maruti suzuki,baleno zeta 1.2 at,660000,petrol,blue
honda,wr-v vx mt petrol,575000,petrol,gold
mahindra,quanto c8,240000,diesel,maroon
honda,city v petrol,950000,petrol,white
renault,kwid rxt [2015-2019],419000,petrol,bronze
maruti suzuki,swift dzire vxi at,750000,petrol,white
audi,a4 35 tdi premium plus,3400000,diesel,white
skoda,octavia elegance 2.0 tdi at,1160000,diesel,black
hyundai,alcazar platinum 7 str 1.5 diesel,1750000,diesel,white
kia,seltos htk plus at 1.5 diesel [2020-2021],1575000,diesel,white
toyota,fortuner 2.8 4x2 at [2016-2020],2811000,diesel,white
hyundai,grand i10 asta 1.2 kappa vtvt [2013-2016],475000,petrol,maroon
audi,a6 35 tdi matrix,4351000,diesel,white
honda,city vx petrol [2017-2019],850000,petrol,grey
mahindra,xuv500 w5 [2018-2020],1095000,diesel,maroon
bmw,5-series 530d m sport,7700000,diesel,white
audi,a6 technology 45 tfsi,5800000,petrol,brown
hyundai,creta sx 1.5 petrol cvt [2020-2022],1925000,petrol,white
renault,kwid rxl [2015-2019],305000,petrol,red
nissan,terrano xl d plus,385000,diesel,grey
skoda,rapid elegance 1.6 tdi cr mt,500000,diesel,black
honda,jazz v petrol,655000,petrol,brown
tata,nexon xz plus diesel,925000,diesel,red
hyundai,elite i20 asta 1.4 crdi,690000,diesel,white
mahindra,xuv500 w11,1500000,diesel,white
maruti suzuki,ertiga zdi,625000,diesel,grey
hyundai,verna 1.6 crdi sx (o),844999,diesel,white
honda,br-v v cvt petrol,745000,petrol,silver
mahindra,tuv300 t6 plus amt,650000,diesel,white
maruti suzuki,vitara brezza vdi (o) [2016-2018],640000,diesel,maroon
volvo,v40 d3 r-design,2050000,diesel,white
maruti suzuki,celerio vxi amt,395000,petrol,red
skoda,octavia 1.8 tsi style plus at [2017],1390000,petrol,white
honda,city 1.5 v mt,365000,petrol,gold
hyundai,xcent s 1.1 crdi special edition,451000,diesel,white
toyota,innova 2.8 zx at 7 str [2016-2020],2150000,diesel,grey
skoda,rapid 1.6 mpi active,880000,petrol,white
hyundai,verna fluidic 1.6 vtvt sx opt at,1180000,petrol,white
maruti suzuki,alto 800 lxi,285000,petrol,white
hyundai,verna 1.6 crdi sx,925000,diesel,white
ford,aspire titanium1.5 tdci [2018-2020],675000,diesel,white
mini,cooper d 5 door,2500000,diesel,yellow
audi,a6 35 tdi matrix,3675000,diesel,black
hyundai,alcazar signature (o) 7 seater 1.5 diesel at,2400000,diesel,white
kia,seltos htk 1.5 diesel [2020-2021],1300000,diesel,silver
hyundai,grand i10 nios sportz amt 1.2 kappa vtvt,825000,petrol,blue
toyota,innova 2.5 gx bs iv 8 str,899000,diesel,silver
maruti suzuki,alto 800 vxi,409999,petrol,silver
maruti suzuki,alto 800 lxi cng,289000,cng,white
maruti suzuki,alto lxi,280000,petrol,gold
hyundai,verna sx (o) 1.6 crdi,811999,diesel,white
bmw,5-series 530d m sport [2017-2019],5400000,diesel,white
volkswagen,polo highline1.5l (d),625000,diesel,grey
maruti suzuki,vitara brezza zdi,725000,diesel,white
bmw,x3 20d m sport,4195000,diesel,white
audi,q3 35 tdi premium plus + sunroof,1450000,diesel,blue
nissan,terrano xe (d),425000,diesel,silver
hyundai,eon sportz,250000,petrol,red
maruti suzuki,dzire vdi,800000,diesel,gold
mahindra,scorpio s10,875000,diesel,white
mercedes-benz,gla 200 d sport,2275000,diesel,brown
tata,tiago nrg petrol,525000,petrol,bronze
mercedes-benz,s-class s 450,20000000,petrol,white
mahindra,thar lx 4-str hard top petrol mt,1520000,petrol,brown
hyundai,i10 magna,170000,petrol,silver
ford,endeavour titanium plus 3.2 4x4 at,3300000,diesel,silver
maruti suzuki,celerio zxi amt [2017-2019],575000,petrol,orange
chevrolet,spark ls 1.0 bs-iii,190000,petrol,white
hyundai,grand i10 nios sportz 1.2 kappa vtvt,755000,petrol,white
honda,cr-v 2.0l 2wd at,1130000,petrol,brown
maruti suzuki,swift dzire lxi,610000,petrol,red
audi,q3 35 tdi premium plus + sunroof,1875000,diesel,white
maruti suzuki,alto 800 lxi cng,480000,cng,grey
renault,kwid 1.0 rxl [2017-2019],365000,petrol,brown
ford,ecosport titanium+ 1.5l tdci,745000,diesel,white
mercedes-benz,b-class b180 sports,1150000,petrol,silver
hyundai,xcent sx 1.1 crdi (o),200000,diesel,white
honda,city vx cvt,775000,petrol,brown
hyundai,creta sx plus 1.6  petrol,860000,petrol,white
audi,a3 35 tfsi premium plus,2089999,petrol,white
hyundai,verna 1.6 crdi sx,1100000,diesel,white
mercedes-benz,s-class s 350d [2018-2020],18500000,diesel,white
maruti suzuki,swift dzire vdi,260000,diesel,white
mercedes-benz,e-class e 250 cdi avantgarde,2690000,diesel,silver
skoda,octavia 2.0 tdi l&k,1400000,diesel,grey
hyundai,santro sportz [2018-2020],515000,petrol,others
maruti suzuki,ertiga vdi,600000,diesel,white
ford,endeavour titanium 3.2 4x4 at,2000000,diesel,white
jaguar,xe prestige diesel,2850000,diesel,white
toyota,fortuner 2.8 4x4 at [2016-2020],3200000,diesel,grey
toyota,corolla altis gl petrol,1075000,petrol,white
tata,altroz xt petrol,575000,petrol,white
volvo,xc40 d4 r-design,3950000,diesel,white
maruti suzuki,ciaz delta hybrid 1.5 [2018-2020],750000,petrol,blue
honda,wr-v vx mt diesel,755000,diesel,white
hyundai,i10 sportz 1.2,190000,petrol,white
maruti suzuki,swift dzire vdi,425000,diesel,white
maruti suzuki,alto 800 lxi cng,390000,cng,white
hyundai,verna 1.6 crdi sx,855000,diesel,grey
hyundai,eon era +,225000,petrol,grey
audi,a6 35 tdi matrix,2425000,diesel,white
mahindra,scorpio s9 2wd 7 str,1270000,diesel,white
maruti suzuki,wagon r lxi cng (o),325000,cng,red
tata,nexon xm,750000,petrol,silver
maruti suzuki,celerio zxi amt [2019-2020],450000,petrol,silver
mg,hector sharp 2.0 diesel [2019-2020],1710000,diesel,grey
hyundai,creta 1.6 sx (o),871000,diesel,white
maruti suzuki,wagon r lxi cng (o),625000,cng,silver
mahindra,kuv100 k6 d 6 str [2016-2017],495000,diesel,orange
honda,city v diesel,600000,diesel,silver
hyundai,verna fluidic 1.6 crdi sx,595000,diesel,black
honda,amaze 1.2 s i-vtec,425000,petrol,red
hyundai,venue sx (o) 1.0 turbo imt,1050000,petrol,blue
hyundai,creta sx 1.6 crdi,1299000,diesel,white
hyundai,i10 magna,175000,petrol,red
maruti suzuki,xl6 zeta mt petrol,994999,petrol,brown
maruti suzuki,ertiga vxi cng,1025000,cng,brown
renault,kwid 1.0 rxt [2016-2019],265000,petrol,red
maruti suzuki,baleno sigma 1.2,475000,petrol,grey
hyundai,elite i20 sportz 1.2 (o),660000,petrol,grey
renault,kwid 1.0 rxt amt opt,490000,petrol,bronze
toyota,innova 2.7 gx at 7 str [2016-2020],1950000,petrol,silver
nissan,sunny xl,315000,petrol,white
mercedes-benz,gle 250 d,4190000,diesel,black
honda,brio s mt,341000,petrol,white
maruti suzuki,vitara brezza zdi plus,950000,diesel,white
maruti suzuki,swift vxi,409999,petrol,grey
maruti suzuki,ciaz zeta 1.3 hybrid,1050000,diesel,white
maruti suzuki,swift vxi,365000,petrol,blue
mercedes-benz,cla 200 d urban sport,3100000,diesel,red
mahindra,thar lx 4-str hard top diesel at,1875000,diesel,grey
land rover,discovery sport hse petrol 7-seater,5100000,petrol,blue
ford,ecosport titanium 1.5 tdci,595000,diesel,silver
mercedes-benz,e-class e 220d exclusive [2019-2019],5200000,diesel,white
land rover,range rover sport sdv6 se,6000000,diesel,white
mercedes-benz,gle 250 d,5775000,diesel,black
mercedes-benz,c-class c200 progressive,4975000,petrol,white
maruti suzuki,ciaz vdi+ shvs,650000,diesel,white
maruti suzuki,ignis zeta 1.2 amt,521000,petrol,red
ford,ecosport titanium 1.5l tdci,570000,diesel,black
mercedes-benz,glc 220d 4matic progressive,8100000,diesel,white
renault,kwid 1.0 rxt [2016-2019],299000,petrol,red
skoda,rapid ambition 1.6 tdi cr mt,350000,diesel,white
maruti suzuki,swift dzire vdi,575000,diesel,white
honda,brio vx at,335000,petrol,silver
hyundai,grand i10 sportz 1.2 kappa vtvt [2016-2017],480000,petrol,grey
maruti suzuki,wagon r lxi 1.0 cng,675000,cng,white
ford,fiesta titanium diesel,350000,diesel,silver
mercedes-benz,gla 200 d style,2500000,diesel,bronze
maruti suzuki,wagon r lxi cng,400000,cng,grey
toyota,fortuner 2.8 4x4 at [2016-2020],2750000,diesel,white
maruti suzuki,vitara brezza zdi plus,790000,diesel,white
maruti suzuki,alto 800 std,180000,petrol,silver
hyundai,xcent sx 1.1 crdi,551000,diesel,white
maruti suzuki,vitara brezza vdi,860000,diesel,red
honda,city 1.5 e mt,375000,petrol,purple
maruti suzuki,ciaz alpha 1.4 at,725000,petrol,white
hyundai,grand i10 sportz 1.2 kappa vtvt [2016-2017],400000,petrol,blue
jeep,compass limited (o) 1.4 petrol dct,2275000,petrol,green
jeep,compass limited 2.0 diesel [2017-2020],1250000,diesel,silver
honda,city 1.5 s mt,499000,petrol,silver
volkswagen,vento highline petrol at,399000,petrol,silver
mercedes-benz,e-class 280 cdi elegance,335000,diesel,gold
maruti suzuki,swift dzire vxi,450000,petrol,white
maruti suzuki,celerio vxi amt,409999,petrol,white
mercedes-benz,e-class e 220d exclusive [2019-2019],6100000,diesel,silver
audi,a4 30 tfsi technology pack,3000000,petrol,white
datsun,redigo t(o) 1.0,250000,petrol,grey
bmw,x3 xdrive 20d luxury line [2018-2020],6200000,diesel,white
maruti suzuki,swift vdi,590000,diesel,white
mini,countryman cooper d,1300000,diesel,green
mahindra,xuv500 w11 (o) at,1639999,diesel,bronze
mahindra,xuv500 w8,740000,diesel,black
ford,ecosport titanium 1.5 tdci,530000,diesel,white
hyundai,creta sx (o) 1.5 diesel automatic,1989999,diesel,white
toyota,fortuner 2.8 4x2 mt [2016-2020],3250000,diesel,white
kia,seltos gtx plus at 1.4 [2019-2020],1975000,petrol,grey
mahindra,xuv500 w10 awd,735000,diesel,white
tata,safari 2.2 ex 4x2,425000,diesel,white
toyota,etios liva g,315000,petrol,red
hyundai,eon sportz,275000,petrol,blue
honda,city sv diesel,750000,diesel,white
toyota,etios vxd,465000,diesel,silver
kia,sonet gtx plus 1.0 imt [2020-2021],1325000,petrol,maroon
maruti suzuki,swift dzire vdi,175000,diesel,silver
mercedes-benz,e-class e200,950000,petrol,black
maruti suzuki,swift dzire vdi,275000,diesel,white
toyota,fortuner 3.0 mt,1000000,diesel,white
honda,city v,730000,petrol,grey
jeep,compass limited 1.4 petrol at [2017-2020],1495000,petrol,silver
mercedes-benz,b-class b180,1150000,petrol,white
honda,city sv cvt,590000,petrol,brown
mercedes-benz,c-class c 220 cdi avantgarde,2450000,diesel,white
chevrolet,sail sedan 1.2 ls,299000,petrol,silver
mercedes-benz,c-class c 220 cdi avantgarde,2850000,diesel,silver
mahindra,xuv700 ax 7 petrol at luxury pack 7 str,2765000,petrol,blue
maruti suzuki,wagon r lxi cng (o),365000,cng,grey
maruti suzuki,vitara brezza zdi,850000,diesel,maroon
honda,city v,480000,petrol,grey
hyundai,grand i10 asta 1.1 crdi [2013-2016],345000,diesel,white
mercedes-benz,gls 400 4matic,5950000,petrol,black
hyundai,creta sx plus 1.6  petrol,891000,petrol,white
maruti suzuki,vitara brezza vxi,925000,petrol,white
maruti suzuki,ritz vxi (abs) bs-iv,245000,petrol,white
mahindra,xuv500 w8 [2015-2017],850000,diesel,white
hyundai,eon d-lite +,275000,petrol,white
ford,figo duratec petrol zxi 1.2,240000,petrol,silver
bmw,5-series 520d luxury line [2017-2019],4290000,diesel,white
